employee_id,department,job_title,annual_salary,overtime_flag,employment_status,employment_type,fte,start_date,termination_date,base_rate,age,gender,marital_status,total_working_years,years_at_company
894,Research & Development,Laboratory Technician,62772,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,31.77,42,Female,Married,17,5
895,Research & Development,Research Scientist,28272,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,14.31,31,Male,Married,8,6
896,Sales,Sales Representative,33600,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,17.0,29,Female,Divorced,5,3
897,Sales,Sales Executive,142032,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,71.88,53,Male,Married,28,2
899,Research & Development,Manufacturing Director,130836,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,66.21,35,Male,Married,16,13
900,Sales,Sales Representative,35676,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,18.05,37,Female,Married,10,5
901,Research & Development,Research Director,171300,No,ACTIVE,FULL_TIME,1.0,2012-01-04,,86.69,53,Female,Single,33,12
902,Research & Development,Healthcare Representative,66744,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,33.78,43,Female,Married,12,5
903,Sales,Sales Executive,54444,Yes,ACTIVE,FULL_TIME,1.0,2017-01-02,,27.55,47,Female,Married,8,7
904,Sales,Sales Executive,91704,Yes,ACTIVE,FULL_TIME,1.0,2014-01-03,,46.41,37,Male,Single,10,10
905,Research & Development,Manager,215088,No,ACTIVE,FULL_TIME,1.0,1993-01-08,,108.85,50,Male,Divorced,31,31
909,Human Resources,Human Resources,62448,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,31.6,39,Female,Married,13,5
910,Human Resources,Human Resources,27324,Yes,ACTIVE,FULL_TIME,1.0,2020-01-02,,13.83,33,Male,Divorced,7,4
911,Research & Development,Laboratory Technician,33540,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,16.97,32,Male,Single,1,1
912,Research & Development,Laboratory Technician,30384,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,15.38,29,Female,Divorced,8,4
913,Research & Development,Research Scientist,30708,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,15.54,44,Male,Married,8,8
916,Sales,Sales Executive,58896,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,29.81,28,Male,Single,4,4
918,Research & Development,Laboratory Technician,28560,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,14.45,58,Male,Divorced,3,1
920,Research & Development,Manufacturing Director,57180,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,28.94,43,Female,Divorced,4,1
922,Sales,Sales Representative,24528,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,12.41,20,Female,Single,2,2
923,Research & Development,Research Scientist,32316,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,16.35,21,Female,Single,1,1
924,Research & Development,Healthcare Representative,79032,Yes,ACTIVE,FULL_TIME,1.0,2008-01-05,,40.0,36,Male,Married,17,16
925,Sales,Sales Representative,39528,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,20.0,47,Female,Single,3,3
926,Research & Development,Manufacturing Director,50052,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,25.33,22,Female,Married,4,3
927,Research & Development,Laboratory Technician,33336,Yes,TERMINATED,FULL_TIME,1.0,2017-01-02,2025-12-31,16.87,41,Female,Divorced,10,7
930,Research & Development,Research Scientist,28524,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,14.44,28,Female,Divorced,6,2
932,Research & Development,Laboratory Technician,28848,Yes,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,14.6,39,Male,Married,8,2
933,Research & Development,Research Scientist,27816,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,14.08,27,Female,Single,1,1
934,Research & Development,Laboratory Technician,24096,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,12.19,34,Male,Divorced,1,1
936,Sales,Sales Executive,74928,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,37.92,42,Female,Single,10,5
939,Research & Development,Research Scientist,33588,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,17.0,33,Male,Single,6,3
940,Research & Development,Healthcare Representative,126624,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,64.08,58,Female,Divorced,24,6
941,Sales,Sales Representative,27948,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,14.14,31,Male,Married,13,7
942,Research & Development,Healthcare Representative,48168,Yes,ACTIVE,FULL_TIME,1.0,2014-01-03,,24.38,35,Female,Married,10,10
944,Research & Development,Laboratory Technician,88836,No,ACTIVE,FULL_TIME,1.0,1998-01-07,,44.96,49,Female,Married,29,26
945,Research & Development,Research Scientist,27108,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,13.72,48,Male,Married,13,0
947,Sales,Sales Executive,83184,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,42.1,31,Female,Married,9,9
949,Research & Development,Research Scientist,56136,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,28.41,36,Male,Single,8,6
950,Research & Development,Research Director,162984,No,ACTIVE,FULL_TIME,1.0,2009-01-04,,82.48,38,Female,Married,15,15
951,Research & Development,Laboratory Technician,27984,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,14.16,32,Female,Married,5,3
952,Sales,Sales Representative,28956,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,14.65,25,Male,Married,1,1
954,Sales,Sales Executive,116460,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,58.94,40,Male,Divorced,11,1
956,Sales,Sales Executive,51528,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,26.08,26,Male,Single,7,7
957,Research & Development,Laboratory Technician,56652,Yes,ACTIVE,FULL_TIME,1.0,2006-01-05,,28.67,41,Male,Single,20,18
958,Research & Development,Laboratory Technician,30228,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,15.3,36,Male,Single,16,11
959,Sales,Sales Representative,25452,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,12.88,19,Male,Single,1,1
960,Research & Development,Laboratory Technician,35676,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,18.05,20,Male,Single,1,1
961,Research & Development,Healthcare Representative,70260,Yes,ACTIVE,FULL_TIME,1.0,2015-01-03,,35.56,31,Female,Married,10,9
964,Research & Development,Research Scientist,43404,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,21.97,40,Male,Divorced,3,1
966,Research & Development,Manufacturing Director,80700,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,40.84,32,Female,Married,8,8
967,Sales,Sales Executive,123900,Yes,TERMINATED,FULL_TIME,1.0,2008-01-05,2025-12-31,62.7,36,Male,Married,16,16
969,Research & Development,Healthcare Representative,83388,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,42.2,33,Female,Single,6,5
970,Sales,Sales Executive,127308,No,TERMINATED,FULL_TIME,1.0,2010-01-04,2025-12-31,64.43,37,Male,Married,17,14
972,Research & Development,Laboratory Technician,53364,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,27.01,45,Male,Married,9,9
974,Sales,Sales Representative,25884,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,13.1,29,Female,Married,3,3
975,Sales,Sales Executive,55212,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,27.94,35,Female,Married,5,5
976,Research & Development,Manager,205188,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,103.84,52,Male,Married,26,9
977,Research & Development,Research Scientist,29748,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,15.05,58,Male,Single,7,1
981,Sales,Manager,178224,No,ACTIVE,FULL_TIME,1.0,2007-01-05,,90.19,53,Male,Divorced,22,17
982,Sales,Sales Executive,87168,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,44.11,30,Male,Divorced,10,8
983,Sales,Sales Executive,67992,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,34.41,38,Female,Single,6,5
984,Sales,Sales Executive,93876,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,47.51,35,Male,Divorced,12,10
985,Sales,Sales Executive,94560,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,47.85,39,Male,Single,9,8
986,Sales,Sales Executive,158328,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,80.13,40,Female,Single,22,1
987,Research & Development,Manufacturing Director,60804,Yes,ACTIVE,FULL_TIME,1.0,2005-01-05,,30.77,47,Male,Divorced,20,19
990,Sales,Sales Executive,60948,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,30.84,36,Male,Divorced,12,7
991,Research & Development,Research Scientist,27852,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,14.1,31,Male,Single,4,3
992,Sales,Manager,209328,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,105.94,33,Male,Single,10,10
994,Research & Development,Research Scientist,28848,Yes,TERMINATED,FULL_TIME,1.0,2024-01-01,2025-12-31,14.6,29,Female,Single,3,0
995,Research & Development,Research Scientist,41424,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,20.96,33,Female,Single,5,3
996,Research & Development,Laboratory Technician,27240,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,13.79,45,Female,Divorced,8,5
997,Research & Development,Research Director,208788,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,105.66,50,Male,Divorced,32,5
998,Research & Development,Healthcare Representative,65856,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,33.33,33,Female,Married,6,6
999,Research & Development,Research Director,233028,No,ACTIVE,FULL_TIME,1.0,2006-01-05,,117.93,41,Male,Divorced,21,18
1001,Research & Development,Laboratory Technician,33732,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,17.07,27,Female,Married,4,2
1002,Research & Development,Laboratory Technician,43596,Yes,ACTIVE,FULL_TIME,1.0,2015-01-03,,22.06,45,Male,Married,9,9
1003,Sales,Sales Executive,49956,Yes,ACTIVE,FULL_TIME,1.0,2015-01-03,,25.28,47,Female,Single,9,9
1004,Research & Development,Research Scientist,25584,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,12.95,30,Female,Married,7,5
1005,Research & Development,Manufacturing Director,167676,Yes,ACTIVE,FULL_TIME,1.0,2012-01-04,,84.86,50,Male,Married,22,12
1006,Research & Development,Research Scientist,32208,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,16.3,38,Male,Married,3,2
1007,Research & Development,Manufacturing Director,130140,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,65.86,46,Male,Divorced,13,8
1009,Research & Development,Manufacturing Director,52524,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,26.58,24,Female,Divorced,5,4
1010,Research & Development,Laboratory Technician,44916,Yes,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,22.73,35,Male,Divorced,5,4
1011,Research & Development,Manufacturing Director,49776,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,25.19,31,Female,Married,4,4
1012,Research & Development,Research Scientist,12612,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,6.38,18,Male,Single,0,0
1013,Research & Development,Manufacturing Director,128868,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,65.22,54,Female,Married,22,10
1014,Research & Development,Healthcare Representative,124656,Yes,ACTIVE,FULL_TIME,1.0,2008-01-05,,63.09,35,Female,Divorced,16,16
1015,Research & Development,Research Director,136992,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,69.33,30,Female,Married,9,8
1016,Research & Development,Research Scientist,31200,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,15.79,20,Female,Single,1,1
1017,Research & Development,Laboratory Technician,29064,No,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,14.71,30,Female,Single,4,3
1018,Research & Development,Manufacturing Director,65664,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,33.23,26,Male,Married,8,8
1019,Research & Development,Laboratory Technician,29412,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,14.88,22,Male,Married,4,4
1022,Research & Development,Healthcare Representative,50880,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,25.75,48,Male,Single,19,2
1024,Research & Development,Healthcare Representative,131988,No,ACTIVE,FULL_TIME,1.0,2009-01-04,,66.8,48,Male,Single,27,15
1025,Research & Development,Manufacturing Director,60036,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,30.38,41,Female,Single,8,2
1026,Research & Development,Manufacturing Director,152904,No,ACTIVE,FULL_TIME,1.0,2003-01-06,,77.38,39,Female,Married,21,21
1027,Research & Development,Manufacturing Director,50724,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,25.67,27,Female,Married,4,3
1028,Research & Development,Laboratory Technician,47004,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,23.79,35,Male,Divorced,3,3
1029,Sales,Manager,219636,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,111.15,42,Male,Married,21,1
1030,Research & Development,Laboratory Technician,28560,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,14.45,50,Male,Married,8,1
1032,Research & Development,Manufacturing Director,164712,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,83.36,59,Female,Single,30,5
1033,Research & Development,Healthcare Representative,57324,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,29.01,37,Female,Married,15,1
1034,Research & Development,Healthcare Representative,76620,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,38.78,55,Male,Married,17,8
1035,Research & Development,Research Director,239676,No,ACTIVE,FULL_TIME,1.0,2003-01-06,,121.29,41,Female,Divorced,21,21
1036,Sales,Sales Executive,82332,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,41.67,38,Male,Single,19,1
1037,Sales,Sales Executive,59628,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,30.18,26,Male,Single,7,2
1038,Sales,Manager,238140,No,TERMINATED,FULL_TIME,1.0,1992-01-09,2025-12-31,120.52,52,Female,Married,33,32
1039,Sales,Sales Executive,159840,Yes,ACTIVE,FULL_TIME,1.0,2012-01-04,,80.89,44,Female,Married,23,12
1040,Sales,Sales Executive,76164,No,ACTIVE,FULL_TIME,1.0,2006-01-05,,38.54,50,Female,Married,19,18
1042,Research & Development,Laboratory Technician,32916,No,TERMINATED,FULL_TIME,1.0,2007-01-05,2025-12-31,16.66,36,Female,Single,18,17
1043,Research & Development,Manufacturing Director,130560,Yes,ACTIVE,FULL_TIME,1.0,2003-01-06,,66.07,39,Female,Single,21,21
1044,Sales,Sales Representative,28104,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,14.22,33,Female,Single,3,2
1045,Sales,Manager,211800,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,107.19,45,Female,Married,26,9
1046,Research & Development,Laboratory Technician,48300,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,24.44,32,Female,Single,10,8
1047,Sales,Sales Executive,116700,No,ACTIVE,FULL_TIME,1.0,2009-01-04,,59.06,34,Male,Divorced,16,15
1048,Sales,Manager,142848,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,72.29,59,Male,Married,14,6
1049,Human Resources,Human Resources,26124,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,13.22,45,Male,Single,6,6
1050,Sales,Sales Executive,90300,No,ACTIVE,FULL_TIME,1.0,2009-01-04,,45.7,53,Female,Married,30,15
1052,Research & Development,Laboratory Technician,58008,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,29.36,36,Male,Divorced,9,1
1053,Research & Development,Research Scientist,24504,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,12.4,26,Male,Married,6,3
1055,Sales,Sales Representative,26640,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,13.48,34,Female,Married,1,1
1056,Sales,Sales Representative,12624,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,6.39,28,Male,Married,1,1
1060,Research & Development,Research Scientist,33852,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,17.13,38,Male,Married,8,2
1061,Research & Development,Research Director,230844,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,116.82,50,Male,Married,29,8
1062,Research & Development,Healthcare Representative,49284,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,24.94,37,Female,Single,8,4
1066,Sales,Sales Executive,100752,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,50.99,40,Male,Married,8,7
1068,Research & Development,Research Scientist,24084,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,12.19,26,Female,Divorced,5,5
1069,Research & Development,Research Director,235524,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,119.19,46,Male,Divorced,23,2
1070,Sales,Sales Executive,128232,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,64.89,54,Female,Married,13,9
1071,Research & Development,Research Scientist,35304,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,17.87,56,Female,Married,18,5
1073,Research & Development,Manufacturing Director,106296,No,ACTIVE,FULL_TIME,1.0,2010-01-04,,53.79,36,Female,Single,15,14
1074,Research & Development,Manager,201072,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,101.76,55,Male,Single,31,9
1076,Sales,Sales Executive,129576,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,65.57,43,Male,Divorced,18,1
1077,Sales,Sales Representative,27876,Yes,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,14.11,20,Female,Single,2,2
1079,Research & Development,Laboratory Technician,16992,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,8.6,21,Female,Single,1,1
1080,Research & Development,Research Scientist,55380,Yes,ACTIVE,FULL_TIME,1.0,2008-01-05,,28.03,46,Female,Divorced,19,16
1081,Research & Development,Research Scientist,29532,Yes,TERMINATED,FULL_TIME,1.0,2014-01-03,2025-12-31,14.95,51,Male,Married,18,10
1082,Research & Development,Healthcare Representative,104664,No,TERMINATED,FULL_TIME,1.0,2014-01-03,2025-12-31,52.97,28,Male,Single,10,10
1083,Research & Development,Laboratory Technician,47460,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,24.02,26,Male,Married,6,5
1084,Research & Development,Manufacturing Director,119484,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,60.47,30,Male,Married,7,6
1085,Research & Development,Research Scientist,40512,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,20.5,41,Female,Married,10,10
1088,Research & Development,Healthcare Representative,105876,No,ACTIVE,FULL_TIME,1.0,2005-01-05,,53.58,38,Female,Married,20,19
1092,Research & Development,Healthcare Representative,123864,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,62.68,40,Male,Married,14,11
1094,Research & Development,Laboratory Technician,55452,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,28.06,27,Male,Married,3,3
1096,Research & Development,Manufacturing Director,131712,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,66.66,55,Male,Married,23,3
1097,Research & Development,Research Scientist,43920,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,22.23,28,Female,Single,10,8
1098,Human Resources,Human Resources,125784,No,TERMINATED,FULL_TIME,1.0,2004-01-06,2025-12-31,63.66,44,Male,Married,24,20
1099,Research & Development,Healthcare Representative,85428,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,43.23,33,Male,Divorced,9,3
1100,Sales,Sales Executive,114984,Yes,TERMINATED,FULL_TIME,1.0,2016-01-03,2025-12-31,58.19,35,Male,Single,9,8
1101,Research & Development,Research Scientist,54096,No,TERMINATED,FULL_TIME,1.0,2011-01-04,2025-12-31,27.38,33,Female,Single,14,13
1102,Research & Development,Laboratory Technician,26484,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,13.4,28,Male,Divorced,4,4
1103,Research & Development,Healthcare Representative,93072,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,47.1,34,Male,Single,7,6
1105,Sales,Sales Executive,80328,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,40.65,37,Female,Divorced,8,1
1106,Research & Development,Laboratory Technician,44292,Yes,TERMINATED,FULL_TIME,1.0,2017-01-02,2025-12-31,22.41,25,Male,Married,7,7
1107,Research & Development,Laboratory Technician,28524,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,14.44,26,Male,Divorced,1,1
1108,Research & Development,Research Scientist,27756,Yes,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,14.05,33,Male,Single,5,2
1109,Research & Development,Manager,211980,No,ACTIVE,FULL_TIME,1.0,2002-01-06,,107.28,42,Male,Married,23,22
1111,Research & Development,Laboratory Technician,31152,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,15.77,28,Male,Divorced,1,1
1113,Sales,Sales Executive,56736,Yes,TERMINATED,FULL_TIME,1.0,2024-01-01,2025-12-31,28.71,50,Male,Single,5,0
1114,Sales,Sales Executive,51624,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,26.13,33,Female,Married,4,3
1115,Research & Development,Research Scientist,35748,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,18.09,34,Male,Married,6,0
1116,Research & Development,Manager,202620,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,102.54,48,Male,Single,27,5
1117,Sales,Sales Executive,67116,No,ACTIVE,FULL_TIME,1.0,2009-01-04,,33.97,45,Female,Married,15,15
1118,Research & Development,Healthcare Representative,125340,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,63.43,52,Male,Single,18,8
1119,Sales,Sales Executive,104880,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,53.08,38,Male,Divorced,9,8
1120,Research & Development,Research Scientist,30168,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,15.27,29,Female,Divorced,11,7
1121,Research & Development,Manufacturing Director,91860,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,46.49,28,Female,Divorced,10,9
1124,Sales,Manager,209580,No,ACTIVE,FULL_TIME,1.0,2012-01-04,,106.06,46,Male,Married,23,12
1125,Sales,Sales Executive,88212,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,44.64,38,Male,Single,10,1
1126,Research & Development,Manufacturing Director,129840,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,65.71,43,Female,Married,18,8
1127,Research & Development,Healthcare Representative,146028,No,TERMINATED,FULL_TIME,1.0,2006-01-05,2025-12-31,73.9,39,Male,Divorced,21,18
1128,Research & Development,Research Director,235512,No,ACTIVE,FULL_TIME,1.0,2004-01-06,,119.19,40,Male,Single,21,20
1131,Research & Development,Research Scientist,24840,Yes,ACTIVE,FULL_TIME,1.0,2022-01-01,,12.57,21,Female,Single,2,2
1132,Research & Development,Laboratory Technician,81384,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,41.19,39,Male,Single,9,5
1133,Research & Development,Manufacturing Director,93348,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,47.24,36,Male,Single,18,11
1135,Sales,Sales Representative,33492,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,16.95,31,Male,Married,3,2
1136,Research & Development,Research Scientist,38412,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,19.44,28,Male,Married,6,5
1137,Sales,Sales Executive,59616,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,30.17,35,Male,Divorced,5,5
1138,Sales,Sales Executive,157440,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,79.68,49,Male,Married,22,9
1140,Research & Development,Manufacturing Director,48396,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,24.49,34,Male,Single,5,3
1143,Research & Development,Research Scientist,39492,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,19.99,29,Female,Divorced,8,7
1148,Research & Development,Laboratory Technician,51264,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,25.94,42,Male,Single,16,1
1150,Research & Development,Manufacturing Director,60672,Yes,ACTIVE,FULL_TIME,1.0,2014-01-03,,30.7,29,Male,Married,10,10
1152,Human Resources,Human Resources,34128,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,17.27,38,Male,Married,7,7
1154,Research & Development,Research Scientist,32436,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,16.41,28,Male,Divorced,3,3
1156,Research & Development,Laboratory Technician,22848,No,TERMINATED,FULL_TIME,1.0,2024-01-01,2025-12-31,11.56,18,Male,Single,0,0
1157,Sales,Sales Executive,98688,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,49.94,33,Female,Single,6,5
1158,Research & Development,Laboratory Technician,57192,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,28.94,41,Male,Married,6,1
1160,Research & Development,Laboratory Technician,31320,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,15.85,31,Male,Married,2,2
1161,Research & Development,Healthcare Representative,68772,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,34.8,37,Female,Divorced,9,6
1162,Research & Development,Research Scientist,30468,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,15.42,27,Male,Married,4,4
1163,Sales,Sales Executive,68568,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,34.7,34,Female,Married,6,6
1164,Human Resources,Human Resources,51876,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,26.25,35,Male,Single,6,5
1165,Sales,Sales Executive,88032,No,TERMINATED,FULL_TIME,1.0,2013-01-03,2025-12-31,44.55,29,Female,Married,11,11
1166,Research & Development,Research Director,161988,No,ACTIVE,FULL_TIME,1.0,2006-01-05,,81.98,40,Female,Single,20,18
1167,Sales,Sales Executive,165096,Yes,TERMINATED,FULL_TIME,1.0,2003-01-06,2025-12-31,83.55,42,Male,Single,22,21
1171,Sales,Sales Executive,61860,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,31.31,42,Male,Single,9,6
1172,Research & Development,Laboratory Technician,27096,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,13.71,35,Male,Married,10,8
1173,Research & Development,Laboratory Technician,43164,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,21.84,24,Male,Single,6,4
1175,Research & Development,Laboratory Technician,30180,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,15.27,28,Female,Married,1,1
1177,Research & Development,Laboratory Technician,53040,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,26.84,26,Male,Married,8,8
1179,Sales,Sales Executive,78936,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,39.95,30,Male,Married,10,10
1180,Research & Development,Research Scientist,53064,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,26.85,40,Female,Married,16,1
1182,Research & Development,Manufacturing Director,123288,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,62.39,35,Male,Divorced,15,7
1184,Research & Development,Healthcare Representative,64116,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,32.45,34,Male,Single,14,13
1185,Research & Development,Laboratory Technician,28512,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,14.43,35,Male,Married,2,2
1188,Sales,Sales Executive,64152,No,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,32.47,43,Female,Single,7,4
1190,Sales,Sales Representative,33924,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,17.17,32,Female,Divorced,1,1
1191,Research & Development,Manager,239316,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,121.11,56,Female,Divorced,28,5
1192,Research & Development,Laboratory Technician,37572,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,19.01,29,Female,Married,10,10
1193,Research & Development,Research Scientist,30624,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,15.5,19,Male,Single,1,1
